Date,Year,Day_of_Year,Total_Days,Domestic_Guests,Foreign_Guests,Flight_Price,Reviews,Event_Flag,Season_Flag,Availability,Hotel_Price,Occupancy,Competing_Hotels_Availability
2024-02-12,2024,43,366,8722.5715055,1597.4216182244083,494.33571805773533,2.994217585880588,0,0,0.5119480013969971,270,61.617633905696074,0.4274934021389638
2024-02-13,2024,44,366,8681.264678226617,1586.4064642848389,490.61675357009693,2.9849448152205356,0,0,0.5140234548462179,270,62.79805805396181,0.5225147511071083
2024-02-14,2024,45,366,8640.620257596687,1575.5679521168581,486.9594952862393,2.4260739004816285,1,0,0.44404872993280015,345,62.0437176790414,0.5566649234590215
2024-02-15,2024,46,366,8600.650221707532,1564.90927587975,483.3650210169652,2.464007789580265,1,0,0.4775141362662324,345,61.91998126947768,0.4747888927639353
2024-02-16,2024,47,366,8561.366349912189,1554.433576734325,479.83439007034025,2.4769680614520104,1,0,0.44699888825934947,345,63.05655937966435,0.5326492960943116
2024-02-17,2024,48,366,8522.78021934798,1544.143941917203,476.36864293951,1.5528561113109458,1,0,0.4525115290694309,345,60.64079786327456,0.5818043937784042
2024-02-18,2024,49,366,8484.9032015247,1534.0434038309945,472.9688009960612,1.517180914478423,1,0,0.44653856351432264,345,56.93306955875621,0.5587561591414391
2024-02-19,2024,50,366,8447.746458973346,1524.1349391506337,469.63586618901996,1.0,1,0,0.4503115809516294,345,57.46619602674494,0.5789090680719948
2024-02-20,2024,51,366,8411.320941956503,1514.421467946142,466.37082074957175,1.0162041984697399,1,0,0.428074498262096,345,57.1570060700471,0.6707475309636783
2024-02-21,2024,52,366,8375.637385241222,1504.9058528220671,463.174626901594,1.0,1,0,0.42119898234811415,345,57.12420617257199,0.5005889370663332
2024-02-22,2024,53,366,8340.706304935455,1495.5908980738625,460.04822657808415,1.0,1,0,0.48189010126449944,345,56.54202353868258,0.5989705274839319
2024-02-23,2024,54,366,8306.537995388899,1486.4793488614475,456.99254114356745,1.0305838144420434,1,0,0.43306077303363344,345,58.220268591102695,0.5721570238425272
2024-02-24,2024,55,366,8273.142526159207,1477.5738904001967,454.00847112256685,1.0515499761247975,1,0,0.43017215301087386,345,60.32730898164014,0.5248886445729697
2024-02-25,2024,56,366,8240.529739044447,1468.8771471695939,451.09689593421433,1.04656400595581,0,0,0.4569321977279257,270,58.716167795651636,0.4765521209851248
2024-02-26,2024,57,366,8208.70924518267,1460.391682139787,448.2586736330818,1.0,0,0,0.48722076504621,270,57.31663442951398,0.5033232154149384
2024-02-27,2024,58,366,8177.6904222194735,1452.1199960162676,445.4946406563088,1.0,1,0,0.42353820413185006,345,58.09328960575007,0.6225443014643729
2024-02-28,2024,59,366,8147.482411544359,1444.0645265029038,442.8056115771003,1.0165631715701782,1,0,0.4828403032027274,345,58.18187644046743,0.5107822407783958
2024-02-29,2024,60,366,8118.094115596725,1436.2276475835347,440.1923788646684,1.048777256356118,1,0,0.4701963417868527,345,58.366317276188056,0.6053614047255147
2024-03-01,2024,61,366,8089.534195242277,1428.6116688223487,437.6557126506881,1.0,0,0,0.4862369930964455,270,57.62712928019974,0.4412042224009765
2024-03-02,2024,62,366,8061.811067220635,1421.218834683244,435.1963605023357,1.0,0,0,0.5450487161068862,270,56.47921017272098,0.45434683650081104
2024-03-03,2024,63,366,8034.932901664872,1414.0513238683739,432.81504720197785,1.0,0,0,0.5196353097398319,270,59.37030887492081,0.4177450180395122
2024-03-04,2024,64,366,8008.907619693747,1407.111248676074,430.5124745335741,1.0,1,0,0.44350337232982756,345,58.10854848115144,0.5746782218014208
2024-03-05,2024,65,366,7983.742891077312,1400.400654378358,428.28932107585854,1.54062629111971,1,0,0.40001188570252855,345,57.55790710991826,0.6443324838023364
2024-03-06,2024,66,366,7959.446131976596,1393.921518618167,426.1462420023593,1.567812001428541,0,0,0.5458188514518149,270,62.13755197757741,0.43314305886413246
2024-03-07,2024,67,366,7936.024502758026,1387.6757508265482,424.083868888316,1.9963994939209833,0,0,0.47220855066472806,270,58.963891467705906,0.3975807565039153
2024-03-08,2024,68,366,7913.484905883235,1381.6651916599374,422.1028095245515,2.5501766448946013,0,0,0.46709202506086217,270,60.17830146348869,0.5428553822789626
2024-03-09,2024,69,366,7891.83398387488,1375.8916124577095,420.20364773835325,2.518081801252382,0,0,0.5204514086401928,270,59.69286019924475,0.5013855189464826
2024-03-10,2024,70,366,7871.078117359051,1370.3567147201552,418.38694322141674,3.4677440122697436,0,0,0.5487950481267855,270,66.66085250375141,0.47141968962129943
2024-03-11,2024,71,366,7851.2234231848815,1365.0621296070433,416.6532313649016,3.518069780275421,0,0,0.5276854563702104,270,65.54928098550377,0.5341036532208974
2024-03-12,2024,72,366,7832.275752621876,1360.0094174569083,415.0030231016497,3.0769018283232983,1,0,0.4612781824010472,345,64.58654367979615,0.4851691336165003
2024-03-13,2024,73,366,7814.240689635515,1355.2000673272123,413.43680475561047,2.9982086980445026,1,0,0.4618950868333057,345,64.95823859969794,0.5721157184392167
2024-03-14,2024,74,366,7797.1235492416445,1350.6354965555133,411.9550378985195,3.0782321827907,1,0,0.46706831117560615,345,63.57817030031756,0.5925570644482925
2024-03-15,2024,75,366,7780.9293759401035,1346.3170503417691,410.5581592138706,3.369012744795513,0,0,0.5151785717957353,270,67.14863465907801,0.3958920490039388
2024-03-16,2024,76,366,7765.662942228094,1342.2460013518998,409.2465803682239,3.541095125218761,0,0,0.5056238284793875,270,64.60828608436957,0.5103587628165613
2024-03-17,2024,77,366,7751.328747193704,1338.423549342729,408.02068788988527,3.5043523534119085,0,0,0.5020840220790376,270,64.76757995681383,0.47270698637057884
2024-03-18,2024,78,366,7737.931015190003,1334.850820808409,406.8808430549948,3.4850496324767066,0,0,0.4987481374420096,270,66.9916253748619,0.4971757289029082
2024-03-19,2024,79,366,7725.473694590107,1331.5288686484366,405.8273817810571,3.504588038826775,0,0,0.4849207082226665,270,63.08976213641913,0.5324631159542503
2024-03-20,2024,80,366,7713.960456623575,1328.4586718573614,404.8606145279451,3.4006215542699554,1,0,0.44438649846266454,345,63.87379385425447,0.5312520733316578
2024-03-21,2024,81,366,7703.394694294482,1325.64113523627,403.9808262064056,3.4890164056081243,1,0,0.4161408637160923,345,66.03589054263257,0.550073732325827
2024-03-22,2024,82,366,7693.779521381482,1323.0770891261366,403.1882760940951,3.0178556285755875,1,0,0.448033207464105,345,66.72409748350313,0.5536744134102962
2024-03-23,2024,83,366,7685.117771520165,1320.7672891631187,402.48319775916957,3.0738947022370757,1,0,0.43022817785698164,345,64.32238307959453,0.5154095251998783
2024-03-24,2024,84,366,7677.4119973679735,1318.7124160558676,401.86579899145045,2.9740864890863175,1,0,0.42792821365568456,345,62.40554854345956,0.5177805299000562
2024-03-25,2024,85,366,7670.664469851918,1316.9130753849195,401.33626174118854,2.9595753198553405,0,0,0.5035978830230695,270,62.09643659496628,0.5303707811247557
2024-03-26,2024,86,366,7664.877177499328,1315.369797424229,400.894742065442,2.974912147820773,0,0,0.527840045726892,270,64.64419737867638,0.4147202525151752
2024-03-27,2024,87,366,7660.051825851825,1314.0830369848948,400.5413700820858,3.045770105885104,0,0,0.5183663321200462,270,61.77038386325492,0.5149492929254144
2024-03-28,2024,88,366,7656.189836962686,1313.0531732811244,400.2762499314654,3.0164375554829843,0,0,0.4685899879275365,270,63.32593198656493,0.5545395767151611
2024-03-29,2024,89,366,7653.292348977764,1312.2805098184785,400.09945974570604,3.473511989811648,0,0,0.4802074372685933,270,68.04024936889354,0.4335022262918769
2024-03-30,2024,90,366,7651.360215800067,1311.7652743044257,400.011051625687,3.525663371655668,0,0,0.5188154237597643,270,65.53798635209303,0.44730634362345295
2024-03-31,2024,91,366,7650.394006838109,1311.5076185812372,400.011051625687,3.504853877467402,0,0,0.4803502521292338,270,63.01945891396425,0.5793552180231348
2024-04-01,2024,92,366,7650.394006838109,1311.5076185812372,400.0994597457061,3.5484322495266443,0,0,0.4955073370000595,270,65.09206544014944,0.45543438644295636
2024-04-02,2024,93,366,7651.360215800067,1311.765274304426,400.2762499314654,3.4648973453061322,0,0,0.511001041980491,270,63.38006168960465,0.4657787449040396
2024-04-03,2024,94,366,7653.292348977764,1312.2805098184785,400.5413700820858,3.4836168926701117,0,0,0.4806331109027273,270,66.076846595544,0.5424699337598675
2024-04-04,2024,95,366,7656.189836962686,1313.0531732811244,400.894742065442,3.480394592343392,0,0,0.5021075101229192,270,63.93234022454712,0.5370620153412106
2024-04-05,2024,96,366,7660.051825851825,1314.0830369848948,401.33626174118854,3.426824252593394,0,0,0.47331949010163593,270,63.742787895594056,0.5141035655961392
2024-04-06,2024,97,366,7664.877177499328,1315.369797424229,401.86579899145045,4.014806013853229,0,0,0.4879726471209757,270,67.36357307976787,0.48215184314444215
2024-04-07,2024,98,366,7670.664469851918,1316.9130753849195,402.48319775916957,4.013052763608995,0,0,0.5063956386828508,270,65.30868743476981,0.5647228544020746
2024-04-08,2024,99,366,7677.4119973679735,1318.7124160558676,403.1882760940951,4.0002556728321235,1,0,0.4181401253293666,345,66.34980156540647,0.6688048578605124
2024-04-09,2024,100,366,7685.117771520165,1320.7672891631187,403.9808262064056,3.9882706433312425,1,0,0.458809494759208,345,64.66351941257608,0.5901334077798817
2024-04-10,2024,101,366,7693.779521381482,1323.0770891261366,404.8606145279451,3.929231462897479,0,0,0.4996072440214664,270,67.63532006361976,0.5046586631067849
2024-04-11,2024,102,366,7703.394694294482,1325.64113523627,405.8273817810571,3.478967733861732,1,0,0.461049799088343,345,68.73396773976015,0.4985369148296107
2024-04-12,2024,103,366,7713.960456623576,1328.4586718573614,406.8808430549948,3.4828642741736617,1,0,0.45447828268129326,345,67.16372149835681,0.5039994969908785
2024-04-13,2024,104,366,7725.473694590107,1331.5288686484364,408.02068788988527,3.459886136538919,1,0,0.4772828085994769,345,68.17857364893668,0.5488428966638109
2024-04-14,2024,105,366,7737.931015190003,1334.850820808409,409.24658036822393,3.4919357144166994,0,0,0.5025044900529582,270,62.82277789492909,0.518415420991476
2024-04-15,2024,106,366,7751.328747193704,1338.423549342729,410.5581592138706,3.520202542840727,0,0,0.49141188917749495,270,63.668015381317346,0.5786680404698265
2024-04-16,2024,107,366,7765.662942228095,1342.2460013518998,411.9550378985195,3.5943092950605267,0,0,0.5024459500606456,270,65.203713085784,0.5300765545661613
2024-04-17,2024,108,366,7780.9293759401035,1346.3170503417691,413.4368047556105,3.508728890641592,0,0,0.5108659605807278,270,66.40339320569441,0.41398002433128134
2024-04-18,2024,109,366,7797.123549241645,1350.6354965555133,415.0030231016497,3.512877519536138,0,0,0.5009772014065141,270,63.64261961806447,0.5516201794796318
2024-04-19,2024,110,366,7814.240689635515,1355.2000673272123,416.6532313649016,3.4962777042116917,0,0,0.5008118338240777,270,64.59449352714645,0.44928513481020166
2024-04-20,2024,111,366,7832.275752621876,1360.0094174569083,418.38694322141674,2.904061439235048,1,0,0.4359601662438649,345,62.07704608758231,0.5448412701585175
2024-04-21,2024,112,366,7851.2234231848815,1365.0621296070433,420.20364773835325,2.498674306227539,1,0,0.43674198164898104,345,61.78037790597768,0.5757680286636037
2024-04-22,2024,113,366,7871.078117359052,1370.3567147201552,422.1028095245515,2.003011510497051,1,0,0.42194789456400617,345,57.71549541563456,0.677835479925192
2024-04-23,2024,114,366,7891.83398387488,1375.8916124577095,424.083868888316,2.123162105624264,1,0,0.4849915348637388,345,61.421031400772975,0.6705043929365293
2024-04-24,2024,115,366,7913.484905883235,1381.6651916599374,426.1462420023593,1.9903819517609438,1,0,0.4251227352921743,345,58.84068827999066,0.6052134176646349
2024-04-25,2024,116,366,7936.024502758025,1387.6757508265482,428.2893210758586,2.015077367116681,1,0,0.4361418960440819,345,58.87441126723084,0.5546982730198987
2024-04-26,2024,117,366,7959.446131976596,1393.9215186181673,430.51247453357416,1.4982644115147379,1,0,0.43563185468861604,345,59.30703580689506,0.5910934277354115
2024-04-27,2024,118,366,7983.742891077312,1400.4006543783582,432.8150472019779,1.4415660981190235,1,0,0.46789848753888885,345,59.73309350998988,0.576484283754803
2024-04-28,2024,119,366,8008.907619693748,1407.111248676074,435.1963605023358,2.057141140725751,0,0,0.49410100643415944,270,62.24317508289296,0.489865612287981
2024-04-29,2024,120,366,8034.932901664872,1414.0513238683739,437.6557126506881,1.0375966516343387,1,0,0.47495484145347466,345,57.94306097085285,0.6148057263421415
2024-04-30,2024,121,366,8061.811067220635,1421.218834683244,440.1923788646684,1.0395515973521523,1,0,0.4365301875151226,345,57.038060526457905,0.5749733504444475
2024-05-01,2024,122,366,8089.534195242278,1428.6116688223487,442.80561157710036,1.0,1,0,0.45557988324447607,345,59.383165438092924,0.5693072712100936
2024-05-02,2024,123,366,8118.094115596725,1436.2276475835347,445.4946406563089,1.0701397155468049,0,0,0.48329305893480484,270,56.7013968478361,0.5500031536679183
2024-05-03,2024,124,366,8147.482411544359,1444.0645265029038,448.25867363308186,1.0,0,0,0.5429029825554678,270,55.48791955332131,0.47817634797525504
2024-05-04,2024,125,366,8177.6904222194735,1452.1199960162678,451.09689593421433,1.0293428546900134,0,0,0.47624803161940976,270,56.408608146670424,0.5656989934040708
2024-05-05,2024,126,366,8208.70924518267,1460.391682139787,454.00847112256685,1.1095227812904989,1,0,0.45619641420454055,345,60.87568481712514,0.5129409264681134
2024-05-06,2024,127,366,8240.529739044447,1468.8771471695939,456.99254114356745,1.0,1,0,0.462675537618642,345,58.053232049217854,0.5094093746840564
2024-05-07,2024,128,366,8273.142526159207,1477.5738904001964,460.04822657808415,1.0,1,0,0.45827598194902996,345,57.79381688069636,0.4867163064023853
2024-05-08,2024,129,366,8306.537995388899,1486.4793488614478,463.17462690159414,1.504982568254382,0,0,0.49629424682244583,270,56.26070394809402,0.5256808147085655
2024-05-09,2024,130,366,8340.706304935455,1495.5908980738627,466.37082074957175,1.97482621729419,0,0,0.49740358600533147,270,57.47286057978312,0.5415432391702742
2024-05-10,2024,131,366,8375.637385241222,1504.9058528220671,469.63586618902,1.9224668284466935,0,0,0.5008762294395822,270,58.97231111259848,0.5220124138680121
2024-05-11,2024,132,366,8411.320941956503,1514.421467946142,472.9688009960612,2.5034281487403014,0,0,0.49705995996743024,270,60.621010035862966,0.5866646616999467
2024-05-12,2024,133,366,8447.746458973346,1524.1349391506337,476.36864293951,2.9468848143136945,0,0,0.5192775823358982,270,60.866130513877444,0.48044261672264954
2024-05-13,2024,134,366,8484.9032015247,1534.0434038309945,479.8343900703403,3.023679621531759,0,0,0.544210460031827,270,65.40752558062375,0.4892266227477986
2024-05-14,2024,135,366,8522.78021934798,1544.1439419172032,483.36502101696516,2.95402878828831,0,0,0.48885016429984335,270,64.31212681895435,0.456564791893191
2024-05-15,2024,136,366,8561.366349912187,1554.4335767343248,486.9594952862393,3.077496720250877,1,0,0.4226039404084185,345,64.03785401277617,0.5580410744678614
2024-05-16,2024,137,366,8600.650221707532,1564.90927587975,490.61675357009693,3.460837335383188,1,0,0.4482343590329749,345,66.1525972807543,0.586542528845314
2024-05-17,2024,138,366,8640.620257596687,1575.5679521168581,494.33571805773533,3.4838969241897164,1,0,0.5015941867530864,345,63.390724616638394,0.5408609187840707
2024-05-18,2024,139,366,8681.264678226617,1586.406464284839,498.1152927532501,3.5406758608684834,0,0,0.4839265086406054,270,63.923914749410116,0.5013751439761855
2024-05-19,2024,140,366,8722.571505500002,1597.4216182244086,501.9543637986305,3.4384567841783023,0,0,0.5327823361088814,270,65.16248333275944,0.4636377012982153
2024-05-20,2024,141,366,8764.528566105251,1608.6101677191418,505.85179980201815,3.0113729967302065,1,0,0.48355401628152883,345,66.81514973714978,0.4405522963844307
2024-05-21,2024,142,366,8807.123495104024,1619.9688154521477,509.80645217113397,3.0653571377141215,1,0,0.4389282351658401,345,65.08693827877256,0.5432203047938294
2024-05-22,2024,143,366,8850.343739575235,1631.494213977804,513.8171554517731,2.4196258382719384,1,0,0.4613796615837055,345,60.22270573638489,0.5831394965922837
2024-05-23,2024,144,366,8894.17656231446,1643.1829667082643,517.8827276712699,2.5092316929266154,1,0,0.4825679324625708,345,64.39290395809607,0.5461923183427575
2024-05-24,2024,145,366,8938.60904558765,1655.031628914448,522.0019706868304,2.512994139712421,1,0,0.4424174451802503,345,59.54936441219608,0.5826158408888102
2024-05-25,2024,146,366,8983.628094938038,1667.036708741218,526.1736705386309,2.5390911435888657,0,0,0.49592839279795276,270,62.69880412793207,0.5065602915610953
2024-05-26,2024,147,366,9029.220443045146,1679.1946682364471,530.3965978075771,2.438152464456096,0,0,0.48836638172102714,270,62.720488756148725,0.5119867762103817
2024-05-27,2024,148,366,9075.372653634722,1691.5019243936677,534.66950797762,2.4339771693457863,0,0,0.47970486538614265,270,58.96754548320219,0.48727907764018497
2024-05-28,2024,149,366,9122.07112543847,1703.954850208,538.9911418025199,2.026097078280845,1,0,0.43701444909867987,345,60.705292483181516,0.597926971911447
2024-05-29,2024,150,366,9169.302096202402,1716.549775745049,543.3602256769525,2.0148492336616592,1,0,0.4255211946647549,345,57.18130760894631,0.5955274525547146
2024-05-30,2024,151,366,9217.051646742651,1729.2829892224484,547.7754720118463,1.5125246425172938,1,0,0.45068166936518456,345,57.917888898712235,0.5739192730344554
2024-05-31,2024,152,366,9265.3057050475,1742.1507381037418,552.2355796138407,1.8173224104748489,1,1,0.43460053537882715,345,73.0946128109489,0.5390977224877939
2024-06-01,2024,153,366,9314.050050424488,1755.1492302042718,556.7392340687535,2.2659987639210755,0,1,0.5046757182358149,360,63.24323586999575,0.3876571357706229
2024-06-02,2024,154,366,9363.270317691295,1768.2746348087535,561.2851081289455,2.31161268485805,0,1,0.46888208707592743,360,62.29837411971693,0.5859755485117574
2024-06-03,2024,155,366,9412.952001409241,1781.5230838002058,565.8718621044659,2.3146536236649338,0,1,0.5066176046442892,360,62.71370717032107,0.4694405225552906
2024-06-04,2024,156,366,9463.080460158097,1794.8906727999006,570.4981442578649,2.2642824290986816,0,1,0.5166705792321785,360,62.015295216347745,0.44019063256566543
2024-06-05,2024,157,366,9513.640920850981,1808.3734623180032,575.1625912025577,2.3932887255572375,0,1,0.46012528714857087,360,61.881640814866046,0.5745486584471289
2024-06-06,2024,158,366,9564.618483088061,1821.967478914558,579.86382830462,2.823691646045589,0,1,0.5074811313969514,360,65.46014420539271,0.47291823660709215
2024-06-07,2024,159,366,9615.99812354776,1835.6687163704776,584.6004700878997,2.7404348251398676,0,1,0.5245533798494658,360,59.91630207469413,0.5284434393528653
2024-06-08,2024,160,366,9667.764700414204,1849.4731368681958,589.371120642322,3.8328276804316914,0,1,0.4758071796261759,360,67.26679341934984,0.5550431178526589
2024-06-09,2024,161,366,9719.902957839584,1863.3766721816305,594.1743740352715,3.751265916488634,0,1,0.533451447736754,360,63.58361742202555,0.5007270184232698
2024-06-10,2024,162,366,9772.397530440127,1877.3752248751084,599.0088147259269,3.8393542301871224,0,1,0.5083803801873209,360,68.29065537247104,0.42332183425265235
2024-06-11,2024,163,366,9825.232947824337,1891.4646695108981,603.8730179824266,3.85792977895037,0,1,0.48589976288483183,360,63.51426963780819,0.5746974363844882
2024-06-12,2024,164,366,9878.393639152204,1905.640853864996,608.7655503017446,3.7589658840824143,0,1,0.4988846184468459,360,63.30949576528733,0.514177908114847
2024-06-13,2024,165,366,9931.863937723985,1919.8996001508042,613.6849698321499,4.3481688064622155,0,1,0.5111665382504345,360,67.21114272369158,0.47036960478725537
2024-06-14,2024,166,366,9985.628085597265,1934.2367062503458,618.6298267981269,4.320639046346825,0,1,0.5015201078282482,360,67.58406492886859,0.5056493155388644
2024-06-15,2024,167,366,10039.670238230896,1948.647946952647,623.5986639276314,4.841103007999724,0,1,0.5107751198489274,360,69.20792449352834,0.4004131185061566
2024-06-16,2024,168,366,10093.974469154442,1963.1290751989259,628.5900168815543,4.894839649132697,0,1,0.4815865281384127,360,65.69845529072033,0.538846112435621
2024-06-17,2024,169,366,10148.524774661795,1977.6758233342205,633.6024146852702,4.787730594199856,0,1,0.5033872164807216,360,69.42350546796126,0.4451442081101748
2024-06-18,2024,170,366,10203.305078527543,1992.2839043650865,638.6343801621398,4.762313191782125,0,1,0.4717257100619004,360,70.41053192556788,0.46064077564592293
2024-06-19,2024,171,366,10258.299236744697,2006.949013222994,643.6844303688404,4.755524278518724,0,1,0.49777547877302597,360,68.370281242628,0.4261065619160795
2024-06-20,2024,172,366,10313.491042282409,2021.6668280330505,648.7510770323968,4.759209485751728,0,1,0.4819218471707042,360,65.4759358230988,0.5737125715787921
2024-06-21,2024,173,366,10368.86422986226,2036.4330113876774,653.8328269887814,4.296144914529295,1,1,0.4352894011482047,345,79.30785950248965,0.5332474291671558
2024-06-22,2024,174,366,10424.402480751709,2051.243211624864,658.9281826229575,4.317057598740832,1,1,0.47472186350420875,345,76.71623580069547,0.6019645219916162
2024-06-23,2024,175,366,10480.089427573304,2066.093064110623,664.0356423102319,3.813834539966501,1,1,0.4718262024118854,345,80.32541652345583,0.5013837244354997
